公开号,名称,关系
CN115501515A,中南大学,申请
CN116019280A,浙江综合交通大数据开发有限公司,申请
CN115396367A,北京百度网讯科技有限公司,申请
CN114720559A,汤灿敏,申请
CN115027364A,鹰驾科技（深圳）有限公司,申请
CN115396845A,交控科技股份有限公司,申请
CN215579828U,廖家燕,申请
CN114770553A,中国矿业大学,申请
CN115062375A,中国铁道科学研究院集团有限公司,申请
CN115062375A,中国铁道科学研究院集团有限公司铁道建筑研究所,申请
CN116980153A,夏万梅,申请
CN216790113U,深圳市同鑫科技有限公司,申请
CN115097798A,西南交通大学,申请
CN114889663A,山东启和云梭物流科技有限公司,申请
CN115942416A,中盈优创资讯科技有限公司,申请
CN114889655A,山东启和云梭物流科技有限公司,申请
CN214252971U,成都信息工程大学,申请
CN114613172A,浙江数智交院科技股份有限公司,申请
CN115182760A,保利长大工程有限公司,申请
CN216855553U,交通运输部公路科学研究所,申请
CN216855553U,南京长江隧道有限责任公司,申请
CN115795619A,上海隧道工程有限公司,申请
CN115795619A,深圳大学,申请
CN216406884U,福州蓝泰环保科技有限公司,申请
CN216406884U,程玉泉,申请
CN216406884U,程沛楠,申请
CN216446968U,太原科技大学,申请
CN115314924A,北京长焜科技有限公司,申请
CN115019171A,中南大学,申请
CN115019171A,广西北投公路建设投资集团有限公司,申请
CN114980405A,兰州交通大学,申请
CN217033829U,成都汉羿科技有限公司,申请
CN215906964U,长安大学,申请
CN215906964U,云南腊满高速公路有限公司,申请
CN115749859A,甘肃路桥建设集团有限公司,申请
CN115749859A,甘肃顺达路桥建设有限公司,申请
CN114282033A,成都智达万应科技有限公司,申请
CN116050603A,华中科技大学,申请
CN115359458A,中电鸿信信息科技有限公司,申请
CN216077222U,中建二局土木工程集团有限公司,申请
CN116490861A,高通股份有限公司,申请
CN116009494A,苏州领翼智能科技有限公司,申请
CN114969888A,山西省交通科技研发有限公司,申请
CN114783185A,中国公路工程咨询集团有限公司,申请
CN115360633A,广东电网有限责任公司广州供电局,申请
CN115360633A,中国南方电网有限责任公司,申请
CN115360633A,中国移动通信集团广东有限公司,申请
CN115711980A,长安大学,申请
CN115182746A,西南交通大学,申请
CN115182746A,中国建筑第五工程局有限公司,申请
CN115182746A,中建隧道建设有限公司,申请
CN115182746A,中国建设基础设施有限公司,申请
CN115182746A,云南省交通规划设计研究院有限公司,申请
CN115977155A,天津大学,申请
CN115661656A,中国铁路青藏集团有限公司,申请
CN115661656A,中铁第六勘察设计院集团有限公司,申请
CN115661656A,安徽国钜工程机械科技有限公司,申请
CN215814450U,中建八局第三建设有限公司,申请
CN115973234A,陈建明,申请
CN216477427U,浙江诸永高速公路有限公司仙居分公司,申请
CN114783077A,云南电网有限责任公司电力科学研究院,申请
CN215302636U,河南迈思达机械设备有限公司,申请
CN115743344A,贵州大学,申请
CN114364088A,深圳市乐惠光电科技有限公司,申请
CN116090683A,苏州悦泰国际物流股份有限公司,申请
CN217402353U,苏州健雄职业技术学院,申请
CN216922220U,国家电网有限公司,申请
CN216922220U,国网辽宁省电力有限公司大连供电公司,申请
CN216129515U,路杨,申请
CN115688251A,山东大学,申请
CN115909730A,中交第二公路勘察设计研究院有限公司,申请
CN214660319U,山西水务集团建设投资有限公司,申请
CN214247326U,左建明,申请
CN115163168A,湖南德禹建设有限公司,申请
CN115574652A,王辉田,申请
CN116139440A,浙江省交通运输科学研究院,申请
CN216750780U,甘肃新陆港科技有限公司,申请
CN217159163U,山东鸿德电力科技有限公司,申请
CN115095345A,涟源市湛宇机械设备有限责任公司,申请
CN215339548U,同济大学,申请
CN114878576A,同济大学,申请
CN114878576A,云南武易高速公路有限公司,申请
CN114878576A,重庆交通大学,申请
CN114878576A,湖南大学,申请
CN114878576A,云南楚姚高速公路有限公司,申请
CN115877397A,徐工集团工程机械股份有限公司道路机械分公司,申请
CN116050860A,河海大学,申请
CN116050860A,大连理工大学,申请
CN116050860A,大连公共交通建设投资集团有限公司,申请
CN115114833A,中铁十一局集团有限公司,申请
CN115114833A,武九铁路客运专线湖北有限责任公司,申请
CN115114833A,中国科学院武汉岩土力学研究所,申请
CN115114833A,中铁西南科学研究院有限公司,申请
CN115114833A,中铁四局集团有限公司,申请
CN115114833A,安徽中铁工程技术服务有限责任公司,申请
CN114580752A,武汉大博智能科技有限公司,申请
CN115472017A,山西国强高科股份有限公司,申请
CN115762191A,浙江永基智能科技有限公司,申请
CN115775091A,重庆银行股份有限公司,申请
CN114519920A,广西大学,申请
CN217159237U,山东鸿德电力科技有限公司,申请
CN114742795A,重庆大学,申请
CN216621240U,南京泰通科技股份有限公司,申请
CN114712747A,田志光,申请
CN215520771U,中铁九局集团电务工程有限公司,申请
CN116628794A,兰州南特数码科技股份有限公司,申请
CN115743115A,毫末智行科技有限公司,申请
CN216950482U,西安建筑科技大学,申请
CN217819037U,清华大学,申请
CN217819037U,华能集团技术创新中心有限公司,申请
CN217819037U,华能西藏雅鲁藏布江水电开发投资有限公司,申请
CN116529718A,高通股份有限公司,申请
CN115933628A,中国人民解放军海军工程大学,申请
CN307256785S,四川蓝海智能装备制造有限公司,申请
CN115664969A,深圳市高德信通信股份有限公司,申请
CN307291845S,武汉微创光电股份有限公司,申请
CN114056295A,淄博市交通建设发展中心,申请
CN215486173U,中铁城市发展投资集团有限公司,申请
CN217088050U,中科路恒工程设计有限公司,申请
CN116090591A,南京交通运营管理集团有限公司,申请
CN115529726A,世大新材料（深圳）有限公司,申请
CN114708698A,重庆巡感科技有限公司,申请
CN115391884A,深圳市新城市规划建筑设计股份有限公司,申请
CN216477361U,西南交通大学,申请
CN216477361U,中铁十四局集团大盾构工程有限公司,申请
CN306854128S,成都国铁电气设备有限公司,申请
CN216973189U,贵州省交通规划勘察设计研究院股份有限公司,申请
CN114720641A,西南交通大学,申请
CN114720641A,中铁十四局集团大盾构工程有限公司,申请
CN115565361A,中铁十八局集团有限公司,申请
CN216304550U,安徽彭工智能装备科技有限公司,申请
CN114670072A,许贻明,申请
CN115307842A,万泰（苏州）环境科技有限公司,申请
CN216057268U,中国电建集团华东勘测设计研究院有限公司,申请
CN114800862A,中煤科工集团重庆研究院有限公司,申请
CN115976897A,浙江陆德和交通科技有限公司,申请
CN116834811A,陈建明,申请
CN216898976U,上海市政养护管理有限公司,申请
CN216898976U,上海城建城市运营（集团）有限公司,申请
CN215057585U,厦门中科宇路交通工程有限公司,申请
CN114862341A,贵州恒景商务服务有限公司,申请
CN114705959A,福建曙光电缆有限公司,申请
CN214337936U,贵阳忆联网络有限公司,申请
CN114898569A,山东金宇信息科技集团有限公司,申请
CN115179252A,山西交院试验检测有限公司,申请
CN115070620A,中国十七冶集团有限公司,申请
CN217064219U,昆明荣成天宇控制系统工程有限公司,申请
CN115604701A,厦门美域中央信息科技有限公司,申请
CN115339549A,山东省地质矿产勘查开发局八〇一水文地质工程地质大队（山东省地矿工程勘察院）,申请
CN216477370U,山东铁鹰建设工程有限公司,申请
CN116248436A,西安四叶草信息技术有限公司,申请
CN114542085A,中国建筑股份有限公司,申请
CN114542085A,青岛理工大学,申请
CN114542085A,中国建筑第五工程局有限公司,申请
CN114542085A,桂林理工大学,申请
CN114542085A,中国建设基础设施有限公司,申请
CN114542085A,中建南方投资有限公司,申请
CN115690354A,中交第三航务工程局有限公司,申请
CN216848980U,浙江铭盛科技有限公司,申请
CN215718972U,大连海事大学,申请
CN215718972U,中铁建大桥工程局集团第六工程有限公司,申请
CN215718972U,三明莆炎高速公路有限责任公司,申请
CN215718972U,中铁建大桥工程局集团第一工程有限公司,申请
CN217055190U,中铁二十二局集团有限公司,申请
CN217055190U,中铁二十二局集团第四工程有限公司,申请
CN216841769U,石家庄思凯电力建设有限公司,申请
CN216841769U,河北国华安全技术工程有限公司,申请
CN115949466A,山东大学,申请
CN114757516A,中铁工程装备集团有限公司,申请
CN114757516A,新疆额尔齐斯河流域开发工程建设管理局,申请
CN116258310A,广西计算中心有限责任公司,申请
CN116258310A,广西交通投资集团南宁高速公路运营有限公司,申请
CN216119238U,覃信满,申请
CN216342294U,山西路桥建设集团有限公司,申请
CN215395314U,四川蓝海智能装备制造有限公司,申请
CN115374570A,北京城建设计发展集团股份有限公司,申请
CN217030926U,长春希达电子技术有限公司,申请
CN217760999U,中铁隧道局集团有限公司,申请
CN217760999U,中铁隧道勘察设计研究院有限公司,申请
CN217471340U,北京瑞芯谷科技有限公司,申请
CN115118338A,重庆工程职业技术学院,申请
CN115060769A,福州大学,申请
CN115060769A,深圳大学,申请
CN217195357U,湖南超能机器人技术有限公司,申请
CN116044480A,西南交通大学,申请
CN115593625A,西安交通大学,申请
CN215893166U,常州市丰宇干燥科技有限公司,申请
CN115217484A,中铁工程装备集团有限公司,申请
CN115195748A,中国汽车技术研究中心有限公司,申请
CN115195748A,中汽研（天津）汽车工程研究院有限公司,申请
CN114737991A,沧州港务集团有限公司,申请
CN114737991A,中交第一航务工程局有限公司,申请
CN114737991A,天津港湾工程质量检测中心有限公司,申请
CN114737991A,中交天津港湾工程研究院有限公司,申请
CN114737991A,天津津港建设有限公司,申请
CN114277847A,北京元正数据科技有限公司,申请
CN216323618U,贵州省交通规划勘察设计研究院股份有限公司,申请
CN115238342A,中铁十一局集团有限公司,申请
CN115238342A,武九铁路客运专线湖北有限责任公司,申请
CN115238342A,中国科学院武汉岩土力学研究所,申请
CN115238342A,中铁西南科学研究院有限公司,申请
CN115238342A,中铁四局集团有限公司,申请
CN115238342A,安徽中铁工程技术服务有限责任公司,申请
CN115616000A,华能澜沧江水电股份有限公司,申请
CN115616000A,天津大学,申请
CN216770156U,潮州市礼升陶瓷有限公司,申请
CN215860324U,中铁第四勘察设计院集团有限公司,申请
CN215860324U,武汉铁道工程承包有限责任公司,申请
CN217157130U,薛景元,申请
CN115052395A,北京佳讯飞鸿技术有限公司,申请
CN115759916A,山西省智慧交通研究院有限公司,申请
CN215213604U,上海乾瑞科技有限公司,申请
CN115356432A,中铁十五局集团第三工程有限公司,申请
CN115356432A,中铁十五局集团有限公司,申请
CN115790703A,重庆城投基础设施建设有限公司,申请
CN115790703A,重庆市城市建设投资（集团）有限公司,申请
CN115790703A,重庆大学产业技术研究院,申请
CN115518960A,上海市政工程设计研究总院（集团）有限公司,申请
CN115518960A,上海市政工程设计科学研究所有限公司,申请
CN116016247A,北京天融信网络安全技术有限公司,申请
CN116016247A,北京天融信软件有限公司,申请
CN116016247A,北京天融信科技有限公司,申请
CN116016682A,北京天融信网络安全技术有限公司,申请
CN116016682A,北京天融信软件有限公司,申请
